"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"DRREDDY","EQ","22-Nov-2024","1,195.35","1,199.00","1,223.20","1,193.60","1,214.00","1,214.45","1,210.35","7,63,755","92,44,07,210.40","68,079","3,94,661","51.67"
"DRREDDY","EQ","25-Nov-2024","1,214.45","1,233.95","1,247.00","1,205.75","1,215.00","1,209.30","1,211.96","32,80,431","3,97,57,63,642.90","85,074","21,99,702","67.06"
"DRREDDY","EQ","26-Nov-2024","1,209.30","1,209.00","1,218.35","1,203.20","1,212.00","1,208.65","1,211.05","11,90,121","1,44,13,00,858.55","52,990","6,99,856","58.81"
"DRREDDY","EQ","27-Nov-2024","1,208.65","1,212.00","1,215.60","1,198.05","1,201.95","1,199.90","1,201.92","14,02,977","1,68,62,59,328.30","69,751","8,85,549","63.12"
"DRREDDY","EQ","28-Nov-2024","1,199.90","1,209.05","1,209.90","1,188.45","1,197.85","1,191.95","1,193.31","28,19,269","3,36,42,63,186.95","1,11,234","18,51,754","65.68"
"DRREDDY","EQ","29-Nov-2024","1,191.95","1,206.00","1,219.35","1,198.65","1,202.45","1,202.30","1,204.86","25,35,820","3,05,52,97,284.05","88,559","16,55,441","65.28"
"DRREDDY","EQ","02-Dec-2024","1,202.30","1,214.25","1,225.25","1,202.30","1,221.00","1,221.75","1,219.45","18,26,479","2,22,72,94,129.50","91,338","11,08,931","60.71"
"DRREDDY","EQ","03-Dec-2024","1,221.75","1,229.00","1,229.00","1,217.55","1,224.00","1,224.50","1,223.43","22,37,453","2,73,73,71,065.75","94,324","17,35,038","77.55"
"DRREDDY","EQ","04-Dec-2024","1,224.50","1,224.50","1,229.10","1,209.60","1,216.50","1,215.55","1,216.20","14,35,443","1,74,57,87,836.25","64,137","9,67,875","67.43"
"DRREDDY","EQ","05-Dec-2024","1,215.55","1,216.55","1,249.50","1,210.10","1,242.00","1,239.85","1,229.89","33,24,867","4,08,92,08,864.95","1,34,192","19,90,476","59.87"
"DRREDDY","EQ","06-Dec-2024","1,239.85","1,246.00","1,255.15","1,236.35","1,253.55","1,253.70","1,247.49","17,17,216","2,14,22,06,468.25","70,386","12,01,679","69.98"
"DRREDDY","EQ","09-Dec-2024","1,253.70","1,254.65","1,261.80","1,243.25","1,255.50","1,255.15","1,254.47","12,69,332","1,59,23,37,465.95","65,338","8,74,904","68.93"
"DRREDDY","EQ","10-Dec-2024","1,255.15","1,250.00","1,253.60","1,233.00","1,238.40","1,240.35","1,240.36","20,25,890","2,51,28,27,509.90","63,249","13,90,134","68.62"
"DRREDDY","EQ","11-Dec-2024","1,240.35","1,240.30","1,243.40","1,226.70","1,238.00","1,238.55","1,237.86","11,78,864","1,45,92,64,579.95","62,843","7,87,900","66.84"
"DRREDDY","EQ","12-Dec-2024","1,238.55","1,244.80","1,250.20","1,226.35","1,240.40","1,245.40","1,239.49","16,48,944","2,04,38,48,890.70","71,315","9,12,113","55.31"
"DRREDDY","EQ","13-Dec-2024","1,245.40","1,240.30","1,250.20","1,226.45","1,248.90","1,246.35","1,240.90","12,58,819","1,56,20,73,763.60","87,045","7,44,366","59.13"
"DRREDDY","EQ","16-Dec-2024","1,246.35","1,246.35","1,274.15","1,245.20","1,268.00","1,269.95","1,262.04","19,20,945","2,42,43,00,130.40","70,076","11,69,716","60.89"
"DRREDDY","EQ","17-Dec-2024","1,269.95","1,269.00","1,270.95","1,243.25","1,251.80","1,247.65","1,255.94","27,06,166","3,39,87,85,133.20","88,759","16,11,981","59.57"
"DRREDDY","EQ","18-Dec-2024","1,247.65","1,251.90","1,281.00","1,249.55","1,276.90","1,275.40","1,274.48","28,23,838","3,59,89,17,271.20","98,913","14,08,149","49.87"
"DRREDDY","EQ","19-Dec-2024","1,275.40","1,275.00","1,331.35","1,271.65","1,326.90","1,325.60","1,313.14","71,85,903","9,43,60,93,395.95","2,00,143","29,91,542","41.63"
"DRREDDY","EQ","20-Dec-2024","1,325.60","1,326.00","1,368.70","1,317.40","1,345.30","1,343.65","1,352.68","74,99,087","10,14,38,28,011.70","2,13,521","37,48,785","49.99"
"DRREDDY","EQ","23-Dec-2024","1,343.65","1,362.00","1,367.00","1,330.30","1,340.50","1,341.35","1,345.99","37,40,109","5,03,41,52,379.25","1,10,693","18,70,395","50.01"
"DRREDDY","EQ","24-Dec-2024","1,341.35","1,347.00","1,365.00","1,336.20","1,351.90","1,350.90","1,353.39","25,87,142","3,50,14,19,738.65","87,435","14,32,931","55.39"
"DRREDDY","EQ","26-Dec-2024","1,350.90","1,350.90","1,360.20","1,342.75","1,359.00","1,355.15","1,353.55","15,31,359","2,07,27,66,484.00","79,477","8,02,430","52.40"
"DRREDDY","EQ","27-Dec-2024","1,355.15","1,363.05","1,398.25","1,345.50","1,392.00","1,389.45","1,383.27","36,56,253","5,05,75,70,133.45","1,68,732","18,80,152","51.42"
"DRREDDY","EQ","30-Dec-2024","1,389.45","1,389.60","1,392.00","1,372.10","1,379.00","1,376.90","1,380.26","24,62,657","3,39,91,09,718.90","98,580","15,62,890","63.46"
"DRREDDY","EQ","31-Dec-2024","1,376.90","1,370.30","1,395.00","1,366.55","1,386.90","1,388.50","1,387.04","18,92,083","2,62,43,92,241.95","91,224","11,31,402","59.80"
"DRREDDY","EQ","01-Jan-2025","1,388.50","1,388.45","1,389.05","1,355.35","1,372.95","1,369.00","1,366.88","16,58,723","2,26,72,72,378.20","68,396","6,78,622","40.91"
"DRREDDY","EQ","02-Jan-2025","1,369.00","1,371.45","1,387.95","1,370.05","1,373.00","1,375.05","1,376.67","17,26,305","2,37,65,51,618.40","77,008","8,62,678","49.97"
"DRREDDY","EQ","03-Jan-2025","1,375.05","1,375.05","1,378.15","1,347.20","1,351.15","1,352.65","1,355.61","15,73,592","2,13,31,71,918.55","70,239","8,68,711","55.21"
"DRREDDY","EQ","06-Jan-2025","1,352.65","1,360.40","1,361.30","1,333.80","1,352.75","1,350.35","1,346.24","15,39,970","2,07,31,70,561.90","95,462","9,01,130","58.52"
"DRREDDY","EQ","07-Jan-2025","1,350.35","1,352.00","1,373.05","1,347.50","1,352.75","1,351.55","1,359.74","17,23,188","2,34,30,80,529.75","93,122","9,65,858","56.05"
"DRREDDY","EQ","08-Jan-2025","1,351.55","1,369.50","1,405.90","1,358.00","1,375.00","1,370.75","1,381.38","34,56,684","4,77,49,76,894.80","1,48,640","12,85,565","37.19"
"DRREDDY","EQ","09-Jan-2025","1,370.75","1,380.00","1,382.95","1,364.10","1,372.00","1,371.60","1,374.41","16,07,980","2,21,00,26,519.40","84,222","8,94,402","55.62"
"DRREDDY","EQ","10-Jan-2025","1,371.60","1,366.10","1,386.00","1,352.60","1,357.60","1,354.40","1,363.25","15,82,776","2,15,77,17,791.60","72,007","8,30,703","52.48"
"DRREDDY","EQ","13-Jan-2025","1,354.40","1,354.05","1,354.15","1,330.20","1,335.20","1,335.10","1,338.45","28,22,318","3,77,75,24,116.95","1,39,330","17,88,827","63.38"
"DRREDDY","EQ","14-Jan-2025","1,335.10","1,335.15","1,348.85","1,323.65","1,337.00","1,337.55","1,334.89","13,70,223","1,82,91,02,638.50","81,135","8,73,510","63.75"
"DRREDDY","EQ","15-Jan-2025","1,337.55","1,345.00","1,345.00","1,313.95","1,333.50","1,337.20","1,331.91","19,40,371","2,58,43,92,607.75","76,413","11,89,167","61.29"
"DRREDDY","EQ","16-Jan-2025","1,337.20","1,340.90","1,347.00","1,297.00","1,307.00","1,302.75","1,310.17","11,95,731","1,56,66,08,713.65","81,173","4,40,853","36.87"
"DRREDDY","EQ","17-Jan-2025","1,302.75","1,298.00","1,320.70","1,288.00","1,309.00","1,309.40","1,305.70","14,32,206","1,87,00,34,465.95","76,104","6,24,940","43.63"
"DRREDDY","EQ","20-Jan-2025","1,309.40","1,308.35","1,309.00","1,293.65","1,301.00","1,302.35","1,301.75","5,61,642","73,11,19,050.80","38,076","2,45,288","43.67"
"DRREDDY","EQ","21-Jan-2025","1,302.35","1,302.35","1,312.95","1,285.65","1,291.80","1,288.15","1,297.44","7,38,787","95,85,35,182.15","56,966","3,65,131","49.42"
"DRREDDY","EQ","22-Jan-2025","1,288.15","1,291.00","1,308.00","1,288.00","1,296.00","1,296.25","1,297.58","13,01,422","1,68,86,97,172.20","76,466","5,74,673","44.16"
"DRREDDY","EQ","23-Jan-2025","1,296.25","1,289.00","1,303.95","1,274.55","1,290.00","1,289.40","1,287.30","14,48,659","1,86,48,57,696.65","80,632","4,57,944","31.61"
"DRREDDY","EQ","24-Jan-2025","1,289.40","1,229.95","1,252.65","1,203.50","1,226.20","1,224.40","1,225.59","70,82,467","8,68,02,33,416.45","2,48,254","33,00,693","46.60"
"DRREDDY","EQ","27-Jan-2025","1,224.40","1,224.40","1,234.35","1,191.50","1,196.60","1,197.65","1,208.94","21,84,847","2,64,13,42,821.95","1,05,171","12,27,884","56.20"
"DRREDDY","EQ","28-Jan-2025","1,197.65","1,197.65","1,197.65","1,164.65","1,183.85","1,181.25","1,178.77","31,42,189","3,70,39,21,658.15","1,53,863","17,93,517","57.08"
"DRREDDY","EQ","29-Jan-2025","1,181.25","1,187.40","1,192.45","1,173.50","1,185.65","1,181.20","1,180.95","34,58,251","4,08,40,28,897.40","90,816","25,34,075","73.28"
"DRREDDY","EQ","30-Jan-2025","1,181.20","1,188.00","1,204.80","1,184.00","1,196.00","1,194.50","1,197.63","32,90,757","3,94,11,14,746.35","83,910","21,29,864","64.72"
"DRREDDY","EQ","31-Jan-2025","1,194.50","1,202.00","1,221.00","1,196.00","1,215.45","1,217.35","1,214.93","15,05,147","1,82,86,50,077.90","67,455","10,05,349","66.79"
"DRREDDY","EQ","01-Feb-2025","1,217.35","1,220.40","1,220.40","1,200.10","1,207.95","1,204.95","1,206.76","10,67,956","1,28,87,64,380.20","28,249","6,38,712","59.81"
"DRREDDY","EQ","03-Feb-2025","1,204.95","1,200.00","1,220.00","1,196.80","1,206.70","1,203.85","1,207.35","14,07,877","1,69,97,94,286.65","66,757","9,06,861","64.41"
"DRREDDY","EQ","04-Feb-2025","1,203.85","1,207.00","1,233.00","1,201.45","1,220.00","1,219.95","1,220.67","22,39,920","2,73,41,95,829.80","97,467","14,40,203","64.30"
"DRREDDY","EQ","05-Feb-2025","1,219.95","1,227.00","1,233.10","1,215.85","1,229.80","1,227.55","1,226.14","14,60,238","1,79,04,54,881.55","86,364","9,52,639","65.24"
"DRREDDY","EQ","06-Feb-2025","1,227.55","1,234.90","1,254.00","1,230.20","1,240.00","1,236.65","1,240.27","29,90,483","3,70,89,92,203.20","1,29,138","17,47,795","58.45"
"DRREDDY","EQ","07-Feb-2025","1,236.65","1,240.00","1,243.75","1,226.00","1,241.30","1,240.40","1,237.03","12,36,992","1,53,01,98,566.30","63,969","7,81,898","63.21"
"DRREDDY","EQ","10-Feb-2025","1,240.40","1,239.70","1,239.70","1,211.05","1,223.75","1,220.95","1,221.25","15,65,579","1,91,19,70,618.90","84,539","10,31,009","65.85"
"DRREDDY","EQ","11-Feb-2025","1,220.95","1,220.00","1,222.90","1,201.25","1,214.90","1,209.80","1,209.81","18,19,297","2,20,09,98,919.90","73,187","12,74,964","70.08"
"DRREDDY","EQ","12-Feb-2025","1,209.80","1,218.00","1,220.40","1,202.85","1,216.85","1,215.85","1,213.25","13,06,601","1,58,52,27,953.05","85,109","7,19,920","55.10"
"DRREDDY","EQ","13-Feb-2025","1,215.85","1,216.90","1,243.00","1,216.90","1,222.80","1,223.60","1,224.50","44,47,231","5,44,56,37,771.95","1,35,671","33,75,296","75.90"
"DRREDDY","EQ","14-Feb-2025","1,223.60","1,223.50","1,230.00","1,186.25","1,197.45","1,197.05","1,198.98","12,11,843","1,45,29,72,955.00","95,347","5,91,622","48.82"
"DRREDDY","EQ","17-Feb-2025","1,197.05","1,196.85","1,202.00","1,183.15","1,199.40","1,198.95","1,194.79","6,13,030","73,24,43,253.50","53,082","2,51,508","41.03"
"DRREDDY","EQ","18-Feb-2025","1,198.95","1,198.95","1,204.95","1,182.00","1,197.95","1,197.40","1,194.53","17,13,796","2,04,71,87,333.35","1,17,828","11,09,650","64.75"
"DRREDDY","EQ","19-Feb-2025","1,197.40","1,166.00","1,176.95","1,127.50","1,167.75","1,165.85","1,163.90","30,62,142","3,56,40,20,970.60","1,37,639","14,91,299","48.70"
"DRREDDY","EQ","20-Feb-2025","1,165.85","1,164.50","1,174.15","1,156.25","1,171.95","1,170.95","1,167.25","15,79,890","1,84,41,25,537.65","96,261","10,61,110","67.16"
"DRREDDY","EQ","21-Feb-2025","1,170.95","1,170.70","1,170.75","1,145.25","1,150.80","1,151.80","1,152.69","68,28,902","7,87,15,87,403.60","1,17,743","56,68,447","83.01"
"DRREDDY","EQ","24-Feb-2025","1,151.80","1,151.80","1,173.90","1,151.00","1,164.90","1,164.55","1,165.85","20,17,521","2,35,21,20,219.70","87,242","9,01,138","44.67"
"DRREDDY","EQ","25-Feb-2025","1,164.55","1,167.15","1,169.55","1,122.50","1,128.50","1,128.15","1,135.92","64,63,238","7,34,17,36,988.70","97,406","52,24,778","80.84"
"DRREDDY","EQ","27-Feb-2025","1,128.15","1,128.50","1,136.35","1,115.00","1,122.00","1,125.55","1,124.22","34,35,069","3,86,17,76,840.10","1,03,886","25,36,379","73.84"
"DRREDDY","EQ","28-Feb-2025","1,125.55","1,128.70","1,132.00","1,104.55","1,115.70","1,116.50","1,117.38","38,95,033","4,35,22,46,093.75","1,18,092","27,11,376","69.61"
"DRREDDY","EQ","03-Mar-2025","1,116.50","1,118.35","1,130.25","1,103.90","1,121.05","1,119.60","1,116.16","18,10,605","2,02,09,28,271.65","81,950","10,95,919","60.53"
"DRREDDY","EQ","04-Mar-2025","1,119.60","1,111.10","1,124.15","1,105.05","1,118.05","1,120.15","1,117.00","10,74,133","1,19,98,08,579.80","58,710","6,54,721","60.95"
"DRREDDY","EQ","05-Mar-2025","1,120.15","1,120.50","1,129.00","1,110.55","1,125.75","1,126.40","1,124.02","12,60,157","1,41,64,43,105.20","60,780","8,51,424","67.56"
"DRREDDY","EQ","06-Mar-2025","1,126.40","1,135.00","1,145.70","1,118.65","1,138.40","1,140.10","1,134.29","16,48,697","1,87,00,96,561.65","1,16,885","9,59,365","58.19"
"DRREDDY","EQ","07-Mar-2025","1,140.10","1,140.10","1,145.20","1,130.00","1,133.20","1,133.25","1,137.13","7,90,599","89,90,16,658.45","59,286","4,13,310","52.28"
"DRREDDY","EQ","10-Mar-2025","1,133.25","1,134.95","1,137.15","1,115.40","1,120.00","1,120.20","1,127.02","9,50,503","1,07,12,39,552.55","63,406","5,18,219","54.52"
"DRREDDY","EQ","11-Mar-2025","1,120.20","1,117.00","1,126.95","1,110.65","1,117.40","1,116.65","1,119.09","8,84,438","98,97,67,086.20","51,801","5,19,837","58.78"
"DRREDDY","EQ","12-Mar-2025","1,116.65","1,116.60","1,116.65","1,092.45","1,107.25","1,105.15","1,101.33","19,14,579","2,10,85,84,700.55","84,955","13,74,302","71.78"
"DRREDDY","EQ","13-Mar-2025","1,105.15","1,105.15","1,110.25","1,095.05","1,106.35","1,107.95","1,104.66","12,99,174","1,43,51,45,064.45","52,788","8,07,239","62.13"
"DRREDDY","EQ","17-Mar-2025","1,107.95","1,107.90","1,154.10","1,101.50","1,151.50","1,150.70","1,142.59","27,14,559","3,10,16,22,486.70","88,380","13,78,600","50.79"
"DRREDDY","EQ","18-Mar-2025","1,150.70","1,157.80","1,169.40","1,149.00","1,163.00","1,163.70","1,161.70","17,34,982","2,01,55,21,876.80","67,683","10,83,881","62.47"
"DRREDDY","EQ","19-Mar-2025","1,163.70","1,174.00","1,177.70","1,158.10","1,171.00","1,172.10","1,167.17","15,07,415","1,75,94,05,481.55","58,947","8,33,466","55.29"
"DRREDDY","EQ","20-Mar-2025","1,172.10","1,178.95","1,190.75","1,165.30","1,186.00","1,187.20","1,180.35","15,21,677","1,79,61,07,267.85","90,571","9,24,119","60.73"
"DRREDDY","EQ","21-Mar-2025","1,187.20","1,190.20","1,204.65","1,177.05","1,202.25","1,200.15","1,195.13","23,13,824","2,76,53,19,297.85","90,859","15,66,969","67.72"
"DRREDDY","EQ","24-Mar-2025","1,200.15","1,205.00","1,216.35","1,190.25","1,208.00","1,210.30","1,204.27","16,60,669","1,99,98,88,358.55","64,032","10,20,627","61.46"
"DRREDDY","EQ","25-Mar-2025","1,210.30","1,210.30","1,215.95","1,167.95","1,173.50","1,177.90","1,178.26","28,60,907","3,37,09,01,737.45","98,645","15,36,638","53.71"
"DRREDDY","EQ","26-Mar-2025","1,177.90","1,177.90","1,179.80","1,152.65","1,161.40","1,164.60","1,163.85","28,64,505","3,33,38,49,572.85","1,34,793","16,24,386","56.71"
"DRREDDY","EQ","27-Mar-2025","1,164.60","1,160.00","1,172.40","1,144.00","1,161.40","1,162.20","1,154.04","44,60,409","5,14,74,81,095.40","1,41,276","31,11,148","69.75"
"DRREDDY","EQ","28-Mar-2025","1,162.20","1,159.25","1,159.25","1,140.75","1,145.00","1,144.20","1,148.00","27,62,934","3,17,18,38,628.35","95,730","18,14,211","65.66"
"DRREDDY","EQ","01-Apr-2025","1,144.20","1,144.20","1,164.40","1,136.05","1,150.00","1,152.20","1,153.13","41,58,012","4,79,47,16,300.25","98,563","28,88,867","69.48"
"DRREDDY","EQ","02-Apr-2025","1,152.20","1,150.00","1,152.70","1,135.00","1,151.65","1,150.00","1,143.53","20,71,245","2,36,85,26,047.90","60,874","14,08,219","67.99"
"DRREDDY","EQ","03-Apr-2025","1,150.00","1,190.50","1,226.90","1,149.05","1,151.80","1,151.45","1,181.31","63,24,685","7,47,14,13,120.45","1,75,194","25,70,321","40.64"
"DRREDDY","EQ","04-Apr-2025","1,151.45","1,151.80","1,157.45","1,076.20","1,114.00","1,109.95","1,103.77","54,23,861","5,98,67,09,250.80","2,06,413","29,12,097","53.69"
"DRREDDY","EQ","07-Apr-2025","1,109.95","1,020.00","1,098.85","1,020.00","1,092.30","1,087.90","1,086.88","38,88,037","4,22,58,40,425.70","1,36,195","21,79,032","56.04"
"DRREDDY","EQ","08-Apr-2025","1,087.90","1,100.00","1,113.65","1,088.70","1,109.85","1,107.95","1,103.17","15,77,632","1,74,03,91,167.90","79,851","8,12,494","51.50"
"DRREDDY","EQ","09-Apr-2025","1,107.95","1,094.50","1,103.25","1,061.65","1,093.25","1,094.05","1,091.35","55,11,474","6,01,49,46,285.75","1,17,243","38,90,569","70.59"
"DRREDDY","EQ","11-Apr-2025","1,094.05","1,139.90","1,139.90","1,102.25","1,110.00","1,109.50","1,119.70","27,40,831","3,06,89,04,560.90","91,866","17,18,578","62.70"
"DRREDDY","EQ","15-Apr-2025","1,109.50","1,140.90","1,158.10","1,129.00","1,156.00","1,154.90","1,146.65","26,83,350","3,07,68,69,271.10","72,640","16,90,775","63.01"
"DRREDDY","EQ","16-Apr-2025","1,154.90","1,150.20","1,161.40","1,143.70","1,150.90","1,158.40","1,153.68","14,51,875","1,67,50,01,335.40","77,501","8,65,945","59.64"
"DRREDDY","EQ","17-Apr-2025","1,158.40","1,150.10","1,173.60","1,150.10","1,163.30","1,163.60","1,164.83","27,88,024","3,24,75,79,205.90","72,694","18,10,430","64.94"
"DRREDDY","EQ","21-Apr-2025","1,163.60","1,163.40","1,179.70","1,155.00","1,176.80","1,177.40","1,169.82","19,38,756","2,26,80,03,614.40","66,564","12,77,733","65.90"
"DRREDDY","EQ","22-Apr-2025","1,177.40","1,173.90","1,180.50","1,162.30","1,175.10","1,175.00","1,173.84","13,13,400","1,54,17,16,008.00","42,491","6,74,285","51.34"
"DRREDDY","EQ","23-Apr-2025","1,175.00","1,185.10","1,191.80","1,175.90","1,183.10","1,186.00","1,183.91","31,92,132","3,77,92,09,145.20","82,010","22,05,655","69.10"
"DRREDDY","EQ","24-Apr-2025","1,186.00","1,179.00","1,210.00","1,176.30","1,204.90","1,200.50","1,195.66","48,19,678","5,76,26,72,667.50","80,333","29,94,390","62.13"
"DRREDDY","EQ","25-Apr-2025","1,200.50","1,203.90","1,210.50","1,159.70","1,172.00","1,174.80","1,178.66","12,86,573","1,51,64,30,178.00","51,311","5,59,888","43.52"
"DRREDDY","EQ","28-Apr-2025","1,174.80","1,176.30","1,205.00","1,176.30","1,202.40","1,198.70","1,196.74","12,36,678","1,47,99,79,904.70","57,178","5,52,671","44.69"
"DRREDDY","EQ","29-Apr-2025","1,198.70","1,204.40","1,204.40","1,169.00","1,176.20","1,176.00","1,178.75","16,63,018","1,96,02,85,386.80","71,628","8,17,817","49.18"
"DRREDDY","EQ","30-Apr-2025","1,176.00","1,176.20","1,196.60","1,175.90","1,179.50","1,183.90","1,185.52","16,04,442","1,90,21,02,797.30","63,580","9,39,467","58.55"
"DRREDDY","EQ","02-May-2025","1,183.90","1,176.10","1,194.80","1,171.40","1,184.00","1,182.90","1,182.01","13,06,311","1,54,40,77,141.50","55,170","6,49,140","49.69"
"DRREDDY","EQ","05-May-2025","1,182.90","1,188.70","1,193.90","1,154.50","1,178.00","1,171.30","1,168.54","18,93,680","2,21,28,41,386.40","55,068","9,95,679","52.58"
